tubeOD (V),,,OD measured,,,LabJack Output,,,
,,,,,,3709465809,0.242476,0.349219,0.299211
,,,,,,3709465839,0.237447,0.352791,0.270039
,,,,,,3709465869,0.222363,0.360531,0.253965
,,,,,,3709465899,0.262588,0.331955,0.277779
,,,,,,3709465929,0.232419,0.366484,0.258133
,,,,,,3709465959,0.252532,0.353982,0.273611
,,,,,,3709465989,0.252532,0.349815,0.280755
,,,,,,3709466019,0.242476,0.357554,0.274207
,,,,,,3709466049,0.237447,0.334336,0.266467
,,,,,,3709466079,0.232419,0.370056,0.265277
,,,,,,3709466109,0.242476,0.344457,0.285518
,,,,,,3709466139,0.232419,0.37601,0.249202
,,,,,,3709466169,0.242476,0.378391,0.264681
,,,,,,3709466199,0.237447,0.35934,0.258728
,,,,,,3709466229,0.222363,0.392679,0.268253
,,,,,,3709466259,0.247504,0.364698,0.268253
,,,,,,3709466289,0.237447,0.357554,0.265277
,,,,,,3709466319,0.237447,0.337313,0.2879
,,,,,,3709466349,0.25756,0.339099,0.275993
,,,,,,3709466379,0.237447,0.365294,0.281351
,,,,,,3709466409,0.247504,0.362912,0.273611
,,,,,,3709466439,0.222363,0.355768,0.274802
,,,,,,3709466469,0.227391,0.367675,0.275397
,,,,,,3709466499,0.237447,0.361721,0.283137
,,,,,,3709466529,0.232419,0.339099,0.271825
,,,,,,3709466559,0.227391,0.347433,0.270039
,,,,,,3709466589,0.217335,0.404586,0.270635
,,,,,,3709466619,0.217335,0.352791,0.28016
,,,,,,3709466649,0.232419,0.336717,0.269444
,,,,,,3709466679,0.232419,0.357554,0.265872
,,,,,,3709466709,0.217335,0.373628,0.293853
,,,,,,3709466739,0.237447,0.326597,0.279565
,,,,,,3709466769,0.247504,0.343861,0.273016
,,,,,,3709466799,0.232419,0.343861,0.29683
,,,,,,3709466829,0.227391,0.371247,0.277183
,,,,,,3709466859,0.232419,0.314094,0.265277
,,,,,,3709466889,0.232419,0.35934,0.256347
,,,,,,3709466919,0.242476,0.366484,0.266467
,,,,,,3709466949,0.252532,0.346838,0.274207
,,,,,,3709466979,0.237447,0.349219,0.279565
,,,,,,3709467009,0.227391,0.334931,0.258133
,,,,,,3709467039,0.242476,0.352791,0.265872
,,,,,,3709467069,0.247504,0.337313,0.273016
,,,,,,3709467099,0.237447,0.347433,0.29683
,,,,,,3709467129,0.242476,0.371247,0.267658
,,,,,,3709467159,0.247504,0.359935,0.265277
,,,,,,3709467189,0.242476,0.351601,0.28016
,,,,,,3709467219,0.227391,0.360531,0.28016
,,,,,,3709467249,0.222363,0.362912,0.262895
,,,,,,3709467279,0.247504,0.349219,0.27123
,,,,,,3709467309,0.232419,0.396251,0.257537
,,,,,,3709467339,0.237447,0.362317,0.266467
,,,,,,3709467369,0.247504,0.345647,0.269444
,,,,,,3709467399,0.232419,0.362912,0.268849
,,,,,,3709467429,0.252532,0.345052,0.269444
,,,,,,3709467459,0.25756,0.333741,0.261109
,,,,,,3709467489,0.242476,0.327787,0.278969
,,,,,,3709467519,0.237447,0.361721,0.267063
,,,,,,3709467549,0.237447,0.365294,0.260514
,,,,,,3709467579,0.237447,0.365294,0.28016
,,,,,,3709467609,0.252532,0.352196,0.278969
,,,,,,3709467639,0.242476,0.35041,0.28016
,,,,,,3709467669,0.242476,0.362912,0.28016
,,,,,,3709467699,0.227391,0.351601,0.265872
,,,,,,3709467729,0.232419,0.363508,0.27123
,,,,,,3709467759,0.252532,0.343266,0.283732
,,,,,,3709467789,0.247504,0.346838,0.290876
,,,,,,3709467819,0.237447,0.355768,0.281351
,,,,,,3709467849,0.237447,0.363508,0.254561
,,,,,,3709467879,0.237447,0.352791,0.266467
,,,,,,3709467909,0.217335,0.359935,0.294448
,,,,,,3709467939,0.227391,0.381368,0.270039
,,,,,,3709467969,0.232419,0.334931,0.262895
,,,,,,3709467999,0.242476,0.351601,0.275993
,,,,,,3709468029,0.232419,0.365294,0.287304
,,,,,,3709468059,0.262588,0.337908,0.258133
,,,,,,3709468089,0.247504,0.337908,0.288495
,,,,,,3709468119,0.247504,0.336717,0.274802
,,,,,,3709468149,0.237447,0.387321,0.269444
,,,,,,3709468179,0.232419,0.336122,0.260514
,,,,,,3709468209,0.232419,0.35934,0.286709
,,,,,,3709468239,0.227391,0.333741,0.258728
,,,,,,3709468269,0.237447,0.330169,0.274207
,,,,,,3709468299,0.25756,0.346243,0.28016
,,,,,,3709468329,0.242476,0.36827,0.274207
,,,,,,3709468359,0.242476,0.349815,0.264681
,,,,,,3709468389,0.217335,0.364698,0.27123
,,,,,,3709468419,0.222363,0.368866,0.280755
,,,,,,3709468449,0.207279,0.366484,0.269444
,,,,,,3709468479,0.242476,0.33255,0.271825
,,,,,,3709468509,0.222363,0.359935,0.266467
,,,,,,3709468539,0.227391,0.373033,0.274207
,,,,,,3709468569,0.242476,0.354577,0.281946
,,,,,,3709468599,0.237447,0.348029,0.264086
,,,,,,3709468629,0.232419,0.343266,0.276588
,,,,,,3709468659,0.237447,0.363508,0.254561
,,,,,,3709468689,0.247504,0.342671,0.280755
,,,,,,3709468719,0.247504,0.352196,0.275397
,,,,,,3709468749,0.217335,0.359935,0.270635
,,,,,,3709468779,0.232419,0.367675,0.280755
,,,,,,3709468809,0.252532,0.333145,0.2879
,,,,,,3709468839,0.222363,0.36708,0.280755
,,,,,,3709468869,0.237447,0.375414,0.290281
,,,,,,3709468899,0.242476,0.358745,0.265277
,,,,,,3709468929,0.217335,0.333145,0.289686
,,,,,,3709468959,0.237447,0.363508,0.251584
,,,,,,3709468989,0.222363,0.371247,0.271825
,,,,,,3709469019,0.252532,0.33255,0.282541
,,,,,,3709469049,0.232419,0.362317,0.257537
,,,,,,3709469079,0.222363,0.343266,0.276588
,,,,,,3709469109,0.252532,0.342075,0.282541
,,,,,,3709469139,0.227391,0.371842,0.290281
,,,,,,3709469169,0.237447,0.328978,0.286709
,,,,,,3709469199,0.232419,0.362317,0.273611
,,,,,,3709469229,0.232419,0.35934,0.284327
,,,,,,3709469259,0.237447,0.334336,0.299806
,,,,,,3709469289,0.242476,0.340885,0.272421
,,,,,,3709469319,0.237447,0.36827,0.258133
,,,,,,3709469349,0.232419,0.365889,0.266467
,,,,,,3709469379,0.247504,0.351601,0.283732
,,,,,,3709469409,0.252532,0.353387,0.274802
,,,,,,3709469439,0.237447,0.339099,0.295044
,,,,,,3709469469,0.242476,0.369461,0.264086
,,,,,,3709469499,0.232419,0.34148,0.27123
,,,,,,3709469529,0.222363,0.387916,0.270635
,,,,,,3709469559,0.247504,0.35041,0.265277
,,,,,,3709469589,0.212307,0.373628,0.259919
,,,,,,3709469619,0.232419,0.351005,0.272421
,,,,,,3709469649,0.237447,0.337313,0.289686
,,,,,,3709469679,0.227391,0.356959,0.281351
,,,,,,3709469709,0.237447,0.358149,0.286113
,,,,,,3709469739,0.227391,0.370056,0.263491
,,,,,,3709469769,0.227391,0.328978,0.279565
,,,,,,3709469799,0.217335,0.37601,0.268849
,,,,,,3709469829,0.252532,0.333741,0.277183
,,,,,,3709469859,0.237447,0.349815,0.291472
,,,,,,3709469889,0.227391,0.373628,0.264681
,,,,,,3709469919,0.232419,0.339099,0.277779
,,,,,,3709469949,0.227391,0.361721,0.281946
,,,,,,3709469979,0.247504,0.361721,0.276588
,,,,,,3709470009,0.212307,0.361721,0.260514
,,,,,,3709470039,0.237447,0.360531,0.267658
,,,,,,3709470069,0.242476,0.338503,0.274802
,,,,,,3709470099,0.222363,0.360531,0.27123
,,,,,,3709470129,0.222363,0.355173,0.280755
,,,,,,3709470159,0.232419,0.385535,0.268849
,,,,,,3709470189,0.242476,0.348029,0.292662
,,,,,,3709470219,0.247504,0.338503,0.2879
,,,,,,3709470249,0.232419,0.380177,0.268253
,,,,,,3709470279,0.227391,0.338503,0.274802
,,,,,,3709470309,0.242476,0.339694,0.279565
,,,,,,3709470339,0.237447,0.358745,0.283732
,,,,,,3709470369,0.242476,0.333741,0.280755
,,,,,,3709470399,0.252532,0.344457,0.270039
,,,,,,3709470429,0.232419,0.362317,0.275397
,,,,,,3709470459,0.237447,0.348029,0.273016
,,,,,,3709470489,0.217335,0.376605,0.283137
,,,,,,3709470519,0.227391,0.351601,0.275993
,,,,,,3709470549,0.237447,0.357554,0.280755
,,,,,,3709470579,0.232419,0.36827,0.27123
,,,,,,3709470609,0.232419,0.358745,0.273016
,,,,,,3709470639,0.242476,0.375414,0.265277
,,,,,,3709470669,0.227391,0.378986,0.270039
,,,,,,3709470699,0.227391,0.361126,0.270635
,,,,,,3709470729,0.212307,0.343266,0.269444
,,,,,,3709470759,0.232419,0.379582,0.278374
,,,,,,3709470789,0.20225,0.345647,0.292662
,,,,,,3709470819,0.237447,0.364103,0.272421
,,,,,,3709470849,0.252532,0.363508,0.2879
,,,,,,3709470879,0.237447,0.348029,0.288495
,,,,,,3709470909,0.222363,0.373628,0.275993
,,,,,,3709470939,0.242476,0.334336,0.281351
,,,,,,3709470969,0.242476,0.331955,0.287304
,,,,,,3709470999,0.232419,0.342075,0.268253
,,,,,,3709471029,0.227391,0.340289,0.274802
,,,,,,3709471059,0.212307,0.348624,0.265277
,,,,,,3709471089,0.242476,0.353982,0.272421
,,,,,,3709471119,0.237447,0.330764,0.290281
,,,,,,3709471149,0.237447,0.357554,0.274207
,,,,,,3709471179,0.247504,0.348624,0.274207
,,,,,,3709471209,0.237447,0.364103,0.283732
,,,,,,3709471239,0.237447,0.326001,0.273611
,,,,,,3709471269,0.227391,0.380177,0.267063
,,,,,,3709471299,0.227391,0.361721,0.27123
,,,,,,3709471329,0.237447,0.364698,0.273016
,,,,,,3709471359,0.232419,0.342075,0.299211
,,,,,,3709471389,0.237447,0.343861,0.265872
,,,,,,3709471419,0.227391,0.347433,0.274207
,,,,,,3709471449,0.252532,0.323024,0.283137
,,,,,,3709471479,0.222363,0.375414,0.261705
,,,,,,3709471509,0.232419,0.359935,0.270635
,,,,,,3709471539,0.232419,0.354577,0.272421
,,,,,,3709471569,0.247504,0.355768,0.278374
,,,,,,3709471599,0.247504,0.386726,0.263491
,,,,,,3709471629,0.232419,0.370056,0.2623
,,,,,,3709471659,0.237447,0.337908,0.267063
,,,,,,3709471689,0.222363,0.367675,0.251584
,,,,,,3709471719,0.25756,0.36708,0.266467
,,,,,,3709471749,0.25756,0.342671,0.275993
,,,,,,3709471779,0.242476,0.300402,0.267063
,,,,,,3709471809,0.237447,0.361721,0.268253
,,,,,,3709471839,0.232419,0.374224,0.273016
,,,,,,3709471869,0.237447,0.383749,0.252179
,,,,,,3709471899,0.232419,0.370056,0.287304
,,,,,,3709471929,0.237447,0.355173,0.270039
,,,,,,3709471959,0.232419,0.356363,0.27123
,,,,,,3709471989,0.232419,0.31588,0.288495
,,,,,,3709472019,0.232419,0.356959,0.268253
,,,,,,3709472049,0.232419,0.329573,0.278374
,,,,,,3709472079,0.247504,0.355768,0.273611
,,,,,,3709472109,0.247504,0.349219,0.283137
,,,,,,3709472139,0.222363,0.373628,0.265872
,,,,,,3709472169,0.232419,0.348029,0.298616
,,,,,,3709472199,0.237447,0.358745,0.284923
,,,,,,3709472229,0.217335,0.352196,0.267063
,,,,,,3709472259,0.217335,0.369461,0.268253
,,,,,,3709472289,0.237447,0.367675,0.284327
,,,,,,3709472319,0.232419,0.347433,0.292662
,,,,,,3709472349,0.237447,0.387916,0.270635
,,,,,,3709472379,0.237447,0.356363,0.282541
,,,,,,3709472409,0.227391,0.345647,0.271825
,,,,,,3709472439,0.242476,0.349815,0.277183
,,,,,,3709472469,0.207279,0.370652,0.286709
,,,,,,3709472499,0.232419,0.358745,0.288495
,,,,,,3709472529,0.222363,0.356959,0.261109
,,,,,,3709472559,0.237447,0.343861,0.268253
,,,,,,3709472589,0.237447,0.364103,0.2879
,,,,,,3709472619,0.232419,0.357554,0.28016
,,,,,,3709472649,0.232419,0.364698,0.262895
,,,,,,3709472679,0.252532,0.361721,0.278374
,,,,,,3709472709,0.242476,0.344457,0.263491
,,,,,,3709472739,0.242476,0.32481,0.267658
,,,,,,3709472769,0.25756,0.352791,0.278969
,,,,,,3709472799,0.222363,0.333145,0.287304
,,,,,,3709472829,0.242476,0.34148,0.282541
,,,,,,3709472859,0.247504,0.349815,0.273016
,,,,,,3709472889,0.227391,0.353982,0.275993
,,,,,,3709472919,0.25756,0.351005,0.280755
,,,,,,3709472949,0.227391,0.374819,0.267063
,,,,,,3709472979,0.212307,0.360531,0.273611
,,,,,,3709473009,0.247504,0.371842,0.282541
,,,,,,3709473039,0.247504,0.352196,0.287304
,,,,,,3709473069,0.237447,0.353387,0.262895
,,,,,,3709473099,0.227391,0.352196,0.284923
,,,,,,3709473129,0.252532,0.338503,0.277183
,,,,,,3709473159,0.242476,0.35934,0.2623
,,,,,,3709473189,0.232419,0.333145,0.296234
,,,,,,3709473219,0.237447,0.358745,0.263491
,,,,,,3709473249,0.227391,0.373033,0.264086
,,,,,,3709473279,0.227391,0.374819,0.258133
,,,,,,3709473309,0.227391,0.348624,0.264086
,,,,,,3709473339,0.247504,0.355768,0.288495
,,,,,,3709473369,0.242476,0.356959,0.270635
,,,,,,3709473399,0.237447,0.356959,0.265277
,,,,,,3709473429,0.242476,0.349219,0.297425
,,,,,,3709473459,0.222363,0.353982,0.284327
,,,,,,3709473489,0.222363,0.375414,0.28016
,,,,,,3709473519,0.247504,0.327192,0.270039
,,,,,,3709473549,0.237447,0.338503,0.270635
,,,,,,3709473579,0.212307,0.380772,0.275397
,,,,,,3709473609,0.232419,0.349219,0.264681
,,,,,,3709473639,0.242476,0.37601,0.275397
,,,,,,3709473669,0.237447,0.325406,0.283732
,,,,,,3709473699,0.247504,0.331955,0.281946
,,,,,,3709473729,0.232419,0.355768,0.292067
,,,,,,3709473759,0.237447,0.327787,0.2879
,,,,,,3709473789,0.232419,0.311118,0.281351
,,,,,,3709473819,0.227391,0.328383,0.283732
,,,,,,3709473849,0.227391,0.368866,0.273611
,,,,,,3709473879,0.227391,0.362317,0.2623
,,,,,,3709473909,0.227391,0.361721,0.258728
,,,,,,3709473939,0.242476,0.360531,0.264681
,,,,,,3709473969,0.252532,0.352791,0.270039
,,,,,,3709473999,0.237447,0.329573,0.277183
,,,,,,3709474029,0.242476,0.355173,0.273016
,,,,,,3709474059,0.252532,0.339099,0.270635
,,,,,,3709474089,0.232419,0.342075,0.273016
,,,,,,3709474119,0.227391,0.367675,0.265872
,,,,,,3709474149,0.237447,0.340885,0.253965
,,,,,,3709474179,0.242476,0.342075,0.275397
,,,,,,3709474209,0.227391,0.370652,0.273016
,,,,,,3709474239,0.227391,0.356363,0.278969
,,,,,,3709474269,0.227391,0.369461,0.274207
,,,,,,3709474299,0.242476,0.36708,0.282541
,,,,,,3709474329,0.222363,0.356363,0.271825
,,,,,,3709474359,0.237447,0.361721,0.268849
,,,,,,3709474389,0.237447,0.348624,0.2623
,,,,,,3709474419,0.242476,0.368866,0.271825
,,,,,,3709474449,0.212307,0.365889,0.28016
,,,,,,3709474479,0.227391,0.355173,0.264681
,,,,,,3709474509,0.222363,0.361721,0.2879
,,,,,,3709474539,0.237447,0.38613,0.259323
,,,,,,3709474569,0.237447,0.343266,0.294448
,,,,,,3709474599,0.222363,0.370652,0.270635
,,,,,,3709474629,0.237447,0.340289,0.264086
,,,,,,3709474659,0.232419,0.371842,0.268849
,,,,,,3709474689,0.217335,0.363508,0.270039
,,,,,,3709474719,0.237447,0.35934,0.296234
,,,,,,3709474749,0.227391,0.326001,0.279565
,,,,,,3709474779,0.227391,0.362912,0.273611
,,,,,,3709474809,0.227391,0.359935,0.273611
,,,,,,3709474839,0.217335,0.370652,0.267658
,,,,,,3709474869,0.237447,0.357554,0.280755
,,,,,,3709474899,0.252532,0.31588,0.280755
,,,,,,3709474929,0.25756,0.351005,0.282541
,,,,,,3709474959,0.222363,0.356959,0.275397
,,,,,,3709474989,0.237447,0.348624,0.279565
,,,,,,3709475019,0.222363,0.392084,0.2623
,,,,,,3709475049,0.247504,0.334931,0.283732
,,,,,,3709475079,0.227391,0.374224,0.272421
,,,,,,3709475109,0.227391,0.340885,0.266467
,,,,,,3709475139,0.237447,0.339694,0.283137
,,,,,,3709475169,0.217335,0.347433,0.256942
,,,,,,3709475199,0.227391,0.356959,0.275993
,,,,,,3709475229,0.222363,0.377796,0.256347
,,,,,,3709475259,0.212307,0.355768,0.275993
,,,,,,3709475289,0.247504,0.343861,0.286113
,,,,,,3709475319,0.237447,0.372438,0.267658
,,,,,,3709475349,0.25756,0.349815,0.28016
,,,,,,3709475379,0.227391,0.353982,0.291472
,,,,,,3709475409,0.242476,0.343266,0.2879
,,,,,,3709475439,0.247504,0.355173,0.261109
,,,,,,3709475469,0.232419,0.346243,0.287304
,,,,,,3709475499,0.237447,0.360531,0.275993
,,,,,,3709475529,0.232419,0.346243,0.28016
,,,,,,3709475559,0.237447,0.364698,0.274802
,,,,,,3709475589,0.247504,0.327787,0.277183
,,,,,,3709475619,0.242476,0.353387,0.284923
,,,,,,3709475649,0.242476,0.348029,0.280755
,,,,,,3709475679,0.232419,0.351601,0.287304
,,,,,,3709475709,0.222363,0.377796,0.263491
,,,,,,3709475739,0.227391,0.375414,0.259919
,,,,,,3709475769,0.227391,0.35934,0.296234
,,,,,,3709475799,0.232419,0.352791,0.27123
,,,,,,3709475829,0.232419,0.35934,0.280755
,,,,,,3709475859,0.242476,0.375414,0.266467
,,,,,,3709475889,0.232419,0.326001,0.250989
,,,,,,3709475919,0.227391,0.361126,0.275397
,,,,,,3709475949,0.227391,0.342075,0.25337
,,,,,,3709475979,0.247504,0.342671,0.283732
,,,,,,3709476009,0.237447,0.379582,0.273016
,,,,,,3709476039,0.222363,0.336122,0.266467
,,,,,,3709476069,0.247504,0.357554,0.275993
,,,,,,3709476099,0.237447,0.364698,0.283732
,,,,,,3709476129,0.212307,0.342075,0.264086
,,,,,,3709476159,0.222363,0.361721,0.289686
,,,,,,3709476189,0.237447,0.376605,0.290876
,,,,,,3709476219,0.222363,0.363508,0.265277
,,,,,,3709476249,0.227391,0.358149,0.270039
,,,,,,3709476279,0.227391,0.382558,0.265872
,,,,,,3709476309,0.237447,0.374819,0.259919
,,,,,,3709476339,0.242476,0.374819,0.273016
,,,,,,3709476369,0.227391,0.373628,0.254561
,,,,,,3709476399,0.247504,0.346838,0.278374
,,,,,,3709476429,0.242476,0.370056,0.267063
,,,,,,3709476459,0.232419,0.370056,0.254561
,,,,,,3709476489,0.237447,0.337908,0.293853
,,,,,,3709476519,0.237447,0.339099,0.258133
,,,,,,3709476549,0.247504,0.352791,0.286709
,,,,,,3709476579,0.242476,0.345647,0.273611
,,,,,,3709476609,0.232419,0.376605,0.2879
,,,,,,3709476639,0.247504,0.340885,0.278969
,,,,,,3709476669,0.227391,0.333741,0.268849
,,,,,,3709476699,0.227391,0.365889,0.264086
,,,,,,3709476729,0.232419,0.349815,0.264681
,,,,,,3709476759,0.227391,0.363508,0.258728
,,,,,,3709476789,0.247504,0.343861,0.275397
,,,,,,3709476819,0.247504,0.364698,0.274207
,,,,,,3709476849,0.232419,0.345647,0.264086
,,,,,,3709476879,0.227391,0.343861,0.277183
,,,,,,3709476909,0.222363,0.370652,0.265277
,,,,,,3709476939,0.242476,0.356959,0.265277
,,,,,,3709476969,0.237447,0.401014,0.264681
,,,,,,3709476999,0.227391,0.360531,0.295639
,,,,,,3709477029,0.217335,0.361126,0.289686
,,,,,,3709477059,0.227391,0.355173,0.263491
,,,,,,3709477089,0.237447,0.342075,0.288495
,,,,,,3709477119,0.242476,0.349219,0.291472
,,,,,,3709477149,0.227391,0.339694,0.271825
,,,,,,3709477179,0.237447,0.362912,0.256347
,,,,,,3709477209,0.237447,0.346243,0.281946
,,,,,,3709477239,0.222363,0.349815,0.267063
,,,,,,3709477269,0.232419,0.362912,0.267658
,,,,,,3709477299,0.222363,0.334336,0.271825
,,,,,,3709477329,0.232419,0.374224,0.269444
,,,,,,3709477359,0.232419,0.365889,0.256942
,,,,,,3709477389,0.242476,0.347433,0.284923
,,,,,,3709477419,0.237447,0.337313,0.275993
,,,,,,3709477449,0.242476,0.365294,0.289686
,,,,,,3709477479,0.227391,0.358745,0.267063
,,,,,,3709477509,0.217335,0.360531,0.292067
,,,,,,3709477539,0.237447,0.346243,0.281946
,,,,,,3709477569,0.242476,0.361721,0.282541
,,,,,,3709477599,0.232419,0.363508,0.268849
,,,,,,3709477629,0.227391,0.344457,0.292662
,,,,,,3709477659,0.232419,0.355768,0.28016
,,,,,,3709477689,0.237447,0.359935,0.285518
,,,,,,3709477719,0.222363,0.371842,0.263491
,,,,,,3709477749,0.227391,0.361126,0.247416
,,,,,,3709477779,0.237447,0.342075,0.27123
,,,,,,3709477809,0.217335,0.343266,0.261705
,,,,,,3709477839,0.237447,0.365889,0.266467
,,,,,,3709477869,0.227391,0.345052,0.269444
,,,,,,3709477899,0.237447,0.366484,0.270635
,,,,,,3709477929,0.237447,0.326597,0.281946
,,,,,,3709477959,0.222363,0.32362,0.284327
,,,,,,3709477989,0.252532,0.351005,0.276588
,,,,,,3709478019,0.217335,0.363508,0.266467
,,,,,,3709478049,0.207279,0.336122,0.277183
,,,,,,3709478079,0.232419,0.365889,0.256347
,,,,,,3709478109,0.227391,0.370056,0.269444
,,,,,,3709478139,0.227391,0.367675,0.2623
,,,,,,3709478169,0.222363,0.352196,0.281946
,,,,,,3709478199,0.25756,0.334336,0.287304
,,,,,,3709478229,0.227391,0.353982,0.264681
,,,,,,3709478259,0.242476,0.344457,0.273016
,,,,,,3709478289,0.227391,0.35041,0.278374
,,,,,,3709478319,0.227391,0.356363,0.293258
,,,,,,3709478349,0.232419,0.396846,0.261109
,,,,,,3709478379,0.227391,0.355768,0.259323
,,,,,,3709478409,0.247504,0.314094,0.285518
,,,,,,3709478439,0.237447,0.343266,0.296234
,,,,,,3709478469,0.242476,0.351601,0.28016
,,,,,,3709478499,0.242476,0.364103,0.275397
,,,,,,3709478529,0.232419,0.351005,0.28909
,,,,,,3709478559,0.237447,0.336717,0.278969
,,,,,,3709478589,0.227391,0.388512,0.256942
,,,,,,3709478619,0.242476,0.352791,0.286709
,,,,,,3709478649,0.242476,0.355768,0.286709
,,,,,,3709478679,0.222363,0.342075,0.274802
,,,,,,3709478709,0.237447,0.35041,0.281946
,,,,,,3709478739,0.237447,0.343861,0.274802
,,,,,,3709478769,0.242476,0.362912,0.269444
,,,,,,3709478799,0.247504,0.351601,0.267063
,,,,,,3709478829,0.227391,0.358745,0.258728
,,,,,,3709478859,0.25756,0.311713,0.277779
,,,,,,3709478889,0.237447,0.334931,0.286709
,,,,,,3709478919,0.212307,0.362317,0.277779
,,,,,,3709478949,0.237447,0.342671,0.263491
,,,,,,3709478979,0.247504,0.345052,0.284327
,,,,,,3709479009,0.242476,0.361126,0.27123
,,,,,,3709479039,0.232419,0.365294,0.268253
,,,,,,3709479069,0.232419,0.346243,0.278374
,,,,,,3709479099,0.247504,0.339099,0.287304
,,,,,,3709479129,0.232419,0.38494,0.263491
,,,,,,3709479159,0.232419,0.340885,0.283732
,,,,,,3709479189,0.232419,0.342671,0.290876
,,,,,,3709479219,0.242476,0.35041,0.270039
,,,,,,3709479249,0.247504,0.364698,0.256347
,,,,,,3709479279,0.217335,0.333145,0.269444
,,,,,,3709479309,0.237447,0.352196,0.265277
,,,,,,3709479339,0.232419,0.348624,0.280755
,,,,,,3709479369,0.247504,0.336717,0.277779
,,,,,,3709479399,0.222363,0.348624,0.267063
,,,,,,3709479429,0.237447,0.34148,0.273611
,,,,,,3709479459,0.217335,0.365294,0.287304
,,,,,,3709479489,0.237447,0.356363,0.271825
,,,,,,3709479519,0.232419,0.328978,0.283137
,,,,,,3709479549,0.227391,0.362912,0.262895
,,,,,,3709479579,0.222363,0.354577,0.270635
,,,,,,3709479609,0.232419,0.38613,0.268849
,,,,,,3709479639,0.232419,0.370652,0.268849
,,,,,,3709479669,0.217335,0.370056,0.270635
,,,,,,3709479699,0.227391,0.3772,0.264086
,,,,,,3709479729,0.232419,0.380772,0.250989
,,,,,,3709479759,0.242476,0.353387,0.294448
,,,,,,3709479789,0.222363,0.378986,0.270635
,,,,,,3709479819,0.222363,0.348624,0.271825
,,,,,,3709479849,0.242476,0.346243,0.2623
,,,,,,3709479879,0.222363,0.353982,0.274207
,,,,,,3709479909,0.227391,0.378391,0.267063
,,,,,,3709479939,0.227391,0.326001,0.277779
,,,,,,3709479969,0.242476,0.349815,0.254561
,,,,,,3709479999,0.232419,0.373033,0.259323
,,,,,,3709480029,0.232419,0.361721,0.264086
,,,,,,3709480059,0.247504,0.354577,0.276588
,,,,,,3709480089,0.237447,0.348029,0.288495
,,,,,,3709480119,0.237447,0.327192,0.2879
,,,,,,3709480149,0.237447,0.345052,0.274802
,,,,,,3709480179,0.222363,0.343861,0.274802
,,,,,,3709480209,0.242476,0.351005,0.277183
,,,,,,3709480239,0.242476,0.353982,0.277183
,,,,,,3709480269,0.242476,0.35041,0.272421
,,,,,,3709480299,0.222363,0.351601,0.28016
,,,,,,3709480329,0.232419,0.356959,0.273016
,,,,,,3709480359,0.232419,0.360531,0.289686
,,,,,,3709480389,0.217335,0.377796,0.287304
,,,,,,3709480419,0.227391,0.348624,0.276588
,,,,,,3709480449,0.237447,0.346243,0.265277
,,,,,,3709480479,0.237447,0.329573,0.287304
,,,,,,3709480509,0.232419,0.351005,0.283137
,,,,,,3709480539,0.232419,0.373033,0.251584
,,,,,,3709480569,0.222363,0.346838,0.283732
,,,,,,3709480599,0.227391,0.336717,0.263491
,,,,,,3709480629,0.232419,0.353982,0.281946
,,,,,,3709480659,0.217335,0.399823,0.275397
,,,,,,3709480689,0.237447,0.349219,0.268253
,,,,,,3709480719,0.237447,0.365294,0.283137
,,,,,,3709480749,0.252532,0.348624,0.2623
,,,,,,3709480779,0.237447,0.3772,0.265277
,,,,,,3709480809,0.232419,0.374224,0.273016
,,,,,,3709480839,0.227391,0.352196,0.267063
,,,,,,3709480869,0.232419,0.348624,0.273611
,,,,,,3709480899,0.252532,0.354577,0.276588
,,,,,,3709480929,0.237447,0.365294,0.299806
,,,,,,3709480959,0.227391,0.337313,0.274207
,,,,,,3709480989,0.222363,0.353982,0.274802
,,,,,,3709481019,0.222363,0.342075,0.275993
,,,,,,3709481049,0.252532,0.340885,0.282541
,,,,,,3709481079,0.227391,0.342075,0.273611
,,,,,,3709481109,0.247504,0.357554,0.287304
,,,,,,3709481139,0.227391,0.365889,0.266467
,,,,,,3709481169,0.247504,0.366484,0.273611
,,,,,,3709481199,0.232419,0.371842,0.267063
,,,,,,3709481229,0.232419,0.354577,0.295044
,,,,,,3709481259,0.227391,0.364103,0.290281
,,,,,,3709481289,0.247504,0.342671,0.292067
,,,,,,3709481319,0.237447,0.371842,0.268849
,,,,,,3709481349,0.232419,0.358745,0.261705
,,,,,,3709481379,0.227391,0.362912,0.275993
,,,,,,3709481409,0.242476,0.344457,0.295044
,,,,,,3709481439,0.237447,0.358745,0.270039
,,,,,,3709481469,0.217335,0.36708,0.269444
,,,,,,3709481499,0.242476,0.330764,0.282541
,,,,,,3709481529,0.227391,0.351601,0.267063
,,,,,,3709481559,0.232419,0.349815,0.280755
,,,,,,3709481589,0.227391,0.345052,0.274207
,,,,,,3709481619,0.217335,0.367675,0.271825
,,,,,,3709481649,0.237447,0.371842,0.265277
,,,,,,3709481679,0.227391,0.331955,0.278374
,,,,,,3709481709,0.237447,0.358745,0.267063
,,,,,,3709481739,0.227391,0.371842,0.270039
,,,,,,3709481769,0.237447,0.364103,0.265872
,,,,,,3709481799,0.242476,0.331359,0.272421
,,,,,,3709481829,0.247504,0.351005,0.277779
,,,,,,3709481859,0.232419,0.355173,0.278374
,,,,,,3709481889,0.227391,0.369461,0.272421
